PRODUCTO     ;DESCRIPCION                                       ;REFERENCIA                                                  ;CANTIDAD         ; PRECIO -001      ;COSTO             
0010019001909;CONV PLUG DE PODER FILO AMARILLO GRUESO C/AGUJA AD;19011305                                                    ;9,00 ; $ 2.600 ;15.223,50 
0010019190114;CONV PLUG 3.5 MONOF A JACK 1/4 DORADO             ;190114                                                      ;0,00 ; $ 2.000 ;0,00 
0010019190115;CONV PLUG 3.5 STEREO A 2 JACK 1/4                 ;190115                                                      ;236,00 ; $ 600 ;97.595,15 
0010019001910;CONVERTIDOR 1 PLUG MINI X 1 JACK STEREO 3071      ;19011505                                                    ;165,00 ; $ 1.000 ;86.625,00 
0010019190116;CONV PLUG 3.5 MONO A 2 JACK 3.5                   ;190116                                                      ;0,00 ; $ 800 ;0,00 
0010019190117;CONV PLUG 3.5 STEREO A 2 JACK 3.5 AD-132          ;190117                                                      ;89,00 ; $ 1.300 ;61.097,08 
0010019001911;CONV PLUG 2.5 STEREO A 2 JACK 3.5                 ;19011701                                                    ;4,00 ; $ 700 ;2.159,85 
0010019190118;CONV PLUG 3.5 STEREO A 2 JACK RCA AD-238          ;190118                                                      ;79,00 ; $ 1.300 ;55.817,90 
0010019190119;CONV PLUG 3.5 MONO A 2 JACK RCA AD-237            ;190119                                                      ;414,00 ; $ 800 ;167.180,13 
0010019001912;CONV PLUG 3.5 MONO X 2 PLUG RCA 3091              ;19011901                                                    ;14,00 ; $ 1.150 ;11.900,00 
0010019190120;CONV JACK 3.5 A 2 PLUG RCA AD-286                 ;190120                                                      ;104,00 ; $ 2.500 ;131.787,06 
0010019190121;CONV JACK 3.5 A 2 JACK RCA AD-285                 ;190121                                                      ;92,00 ; $ 1.600 ;64.965,75 
0010019190122;CONV PLUG 3.5 TRISTEREO A 3 JACK RCA MA-103       ;190122                                                      ;2,00 ; $ 4.500 ;5.117,72 
0010019190123;CONV PLUG 3.5 ST A 2 JACK RCA ROXTONE RPAN350     ;190123                                                      ;1,00 ; $ 4.900 ;5.122,33 
0010019190124;CONV PLUG 3.5 STEREO A JACK 1/4 ROXTONE RPAN220   ;190124                                                      ;43,00 ; $ 7.500 ;179.619,61 
0010019190125;CONV PLUG 3.5 STEREO A 2 JACK 3.5 PROEL AT140PRO /;190125                                                      ;7,00 ; $ 7.500 ;47.951,58 
0010019190126;CONV JACK  3.5 STEREO A 2 JACK  B501  30277       ;190126                                                      ;3,00 ; $ 3.600 ;10.600,50 
0010019190201;CONV PLUG RCA A JACK 3.5 AD-183                   ;190201                                                      ;21,00 ; $ 2.500 ;22.567,66 
0010019190202;CONV PLUG RCA A JACK 1/4 AD-186                   ;190202                                                      ;54,00 ; $ 2.300 ;71.200,53 
0010019190203;CONV PLUG RCA A 2 JACK RCA AD-287                 ;190203                                                      ;41,00 ; $ 1.200 ;30.352,55 
0010019001913;CONVERTIDOR 1 PLUG RCA X 2 JACK RCA 3030          ;19020302                                                    ;113,00 ; $ 1.200 ;67.800,00 
0010019190204;CONV JACK RCA A 2 JACK RCA                        ;190204                                                      ;399,00 ; $ 1.200 ;194.543,57 
0010019190205;CONV 1 JACK RCA X 2 PLUG RCA AD-284               ;190205                                                      ;103,00 ; $ 1.500 ;65.218,33 
0010019190206;CONV 1 PLUG RCA X 2 PLUG RCA AD-283               ;190206                                                      ;197,00 ; $ 1.500 ;160.645,69 
0010019001914;CONVERTIDOR JACK RCA X PLUG RC A 3146             ;19020601                                                    ;7,00 ; $ 1.800 ;6.300,00 
0010019190207;CONV PLUG RCA A 2 JACK 3.5                        ;190207                                                      ;214,00 ; $ 1.000 ;135.627,92 
0010019190208;CONV PLUG RCA A 2 JACK 1/4                        ;190208                                                      ;119,00 ; $ 1.300 ;106.599,88 
0010019190209;CONV YE PLUG RCA A 2 JACK RCA                     ;190209                                                      ;0,00 ; $ 1.500 ;0,00 
0010019190210;CONV PLUG RCA A JACK MONF 3.5                     ;190210                                                      ;0,00 ; $ 700 ;0,00 
0010019190211;CONV PLUG RCA A 2 JACK RCA PROEL AT230PRO         ;190211                                                      ;1,00 ; $ 4.300 ;4.760,00 
0010019001915;CONVERTIDOR 1 PLUG STEREO X 2 JACK 3087           ;19021201                                                    ;80,00 ; $ 1.500 ;60.000,00 
0010019190221;CONV 2 JACK RCA  A 1 JACK 3.5 ST                  ;190221                                                      ;0,00 ; $ 1.000 ;0,00 
0010019190300;CONV PLUG 1/4 MONO A JACK RCA PLASTICO AD-169     ;190300                                                      ;881,00 ; $ 1.900 ;718.654,71 
0010019190301;CONV PLUG 1/4 MONO A JACK RCA METALICO AD-169M    ;190301                                                      ;37,00 ; $ 3.200 ;81.679,39 
0010019001916;CONVERTIDOR 1/4 MONO A JACK RCA                   ;19030101                                                    ;4,00 ; $ 4.100 ;11.240,10 
0010019001917;"CONV. 1/4"" A JACK RCA METALICO  PROF. PAD-169""    ";19030102                                                    ;0,00 ; $ 4.000 ;0,00 
0010019190302;CONV PLUG 1/4 ST A JACK RCA  AD-269               ;190302                                                      ;75,00 ; $ 1.300 ;49.357,55 
0010019190303;CONV PLUG 1/4 ST  A JACK 3.5 EN L RPAN245 ROXTONE ;190303                                                      ;0,00 ; $ -   ;0,00 
0010019190304;CONV PLUG 1/4 MONO A JACK 3.5 AD-161              ;190304                                                      ;58,00 ; $ 1.400 ;60.973,39 
0010019190305;CONV PLUG 1/4 ST A JACK 3.5 AD-163                ;190305                                                      ;127,00 ; $ 1.500 ;109.484,53 
0010019001918;CONV PLUG 1/4 ST A JACK 3.5  MET. PAD-163         ;19030501                                                    ;20,00 ; $ 2.300 ;24.656,17 
0010019190306;CONV PLUG 1/4 MONO A JACK 1/4 STEREO (CAUCHO)     ;190306                                                      ;529,00 ; $ 1.600 ;279.835,67 
0010019190307;CONV PLUG 1/4 MONO A 2 JACK RCA AD-267            ;190307                                                      ;216,00 ; $ 1.900 ;173.430,17 
0010019190308;CONV PLUG 1/4 STEREO A 2 JACK RCA AD-268          ;190308                                                      ;35,00 ; $ 1.800 ;38.270,74 
0010019001931;CONV PLUG 1/4 ST A 2 JACK RCA RPAN330 ROXTONE     ;19030801                                                    ;29,00 ; $ 14.500 ;271.177,50 
0010019190309;CONV PLUG 1/4 STEREO A 2 JACK 1/4  AD-166         ;190309                                                      ;66,00 ; $ 1.200 ;55.730,80 
0010019190310;CONV PLUG 1/4 MONO A 2 JACK 1/4 AD-164            ;190310                                                      ;67,00 ; $ 1.900 ;70.478,33 
0010019190311;CONV PLUG 1/4 MONO A 2 JACK 3.5                   ;190311                                                      ;48,00 ; $ 1.000 ;36.153,39 
0010019190312;CONV PLUG 1/4 ST A 2 JACK 3.5                     ;190312                                                      ;6,00 ; $ 1.100 ;4.410,52 
0010019001919;CONV PLUG 1/4 ST A 2 JACK 3.5 ROXTONE RPAN340     ;19031201                                                    ;0,00 ; $ 9.500 ;0,00 
0010019190313;CONV PLUG 1/4 ST A JACK 3.5MM ST EN L RPAN245     ;190313                                                      ;1,00 ; $ 6.800 ;3.800,00 
0010019190314;CONV PLUG 1/4 STEREO A JACK 3.5 MET AD-163M       ;190314                                                      ;58,00 ; $ 3.500 ;110.226,11 
0010019001920;CONV PLUG 1/4 ST A JACK 3.5 PROEL AT263           ;19031401                                                    ;0,00 ; $ 6.700 ;0,00 
0010019190315;CONV PLUG 1/4 ST A PLY 1/4 MONOF                  ;190315                                                      ;7,00 ; $ 1.000 ;4.641,00 
0010019190316;CONV PLUG 1/4 MONO A JACK RCA ROXTONRPAN260       ;190316                                                      ;41,00 ; $ 8.500 ;204.097,31 
0010019001921;CONVERTIDOR  1 PLUG RCA X 1 PLUG MONO 1/4 4248    ;19031601                                                    ;1,00 ; $ 1.300 ;900,00 
0010019190317;CONV PLUG 1/4 MONOF A 2 JACK RCA  PROEL           ;190317                                                      ;0,00 ; $ 8.000 ;327,40 
0010019001922;CONV PLUG 1/4 MONOF A 2 JACK RCA ROXTONE RPAN335  ;19031701                                                    ;0,00 ; $ 10.200 ;0,00 
0010019190318;CONV PLUG 1/4 ST A JACK 3.5 ROXTONE RPAN240       ;190318                                                      ;10,00 ; $ 9.800 ;61.655,00 
0010019190319;CONV PLUG 1/4 ST A 2 JACK 1/4 ST RPAN300 ROXTONE  ;190319                                                      ;2,00 ; $ 10.800 ;10.205,56 
0010019190320;CONV PLUG 1/4 MONF A 2JACK 1/4 MONOF RPAN306 ROXTO;190320                                                      ;3,00 ; $ 21.500 ;73.282,25 
0010019190400;CONVER CANON HEMBRA A PLUG ST PAD-3531            ;190400                                                      ;2,00 ; $ 9.000 ;9.786,27 
0010019190401;CONV CANON HEMBRA A JACK 1/4 YLC-004              ;190401                                                      ;8,00 ; $ 8.300 ;66.149,79 
0010019190402;CONV CANON MACHO A JACK 1/4 YLC-005               ;190402                                                      ;16,00 ; $ 15.000 ;136.668,12 
0010019190403;CONV CANON HEMBRA A PLUG 1/4 YLC-018 AD-156       ;190403                                                      ;14,00 ; $ 10.000 ;76.407,75 
0010019001925;CONVERT CANON H A PLUG 1/4 MAXLIN                 ;19040301                                                    ;1,00 ; $ 8.200 ;4.632,85 
0010019190404;CONV CANON MACHO A PLUG 1/4 AD3651/YLC-006        ;190404                                                      ;17,00 ; $ 8.300 ;84.499,53 
0010019001923;CONV CANON MACHO  - PLUG 1/4 STEREO MACHO         ;19040401                                                    ;3,00 ; $ 4.600 ;1.254,00 
0010019190405;CONV CANON HEMBRA A PLUG STEREO 1/4               ;190405                                                      ;0,00 ; $ 6.500 ;0,00 
0010019190406;CONV CANON HEMBRA A RCA MACHO                     ;190406                                                      ;80,00 ; $ 8.300 ;286.011,56 
0010019190407;CONV CANON MACHO A RCA MACHO AD-3853              ;190407                                                      ;41,00 ; $ 5.800 ;129.464,28 
0010019190408;CONV CANON HEMBRA A RCA HEMBRA AD-3852            ;190408                                                      ;33,00 ; $ 8.200 ;145.802,17 
0010019190409;CONV CANON MACHO A RCA HEMBRA AD-3851             ;190409                                                      ;4,00 ; $ 8.200 ;30.526,26 
0010019190410;CONV CANON HEMBRA A SPEKON HEMBRA LIBRE           ;190410                                                      ;0,00 ; $ 12.100 ;0,00 
0010019190411;CONV CANON MACHO A SPEKON HEMBRA LIBRE            ;190411                                                      ;3,00 ; $ 12.100 ;23.475,00 
0010019190412;CONV CANON MACHO A 1/4 ST ROXTONE RA3XMJM         ;190412                                                      ;6,00 ; $ 17.500 ;79.040,00 
0010019190413;CONV CANON MACHO A 1/4 ROXTONE RA2XMJM            ;190413                                                      ;3,00 ; $ 16.500 ;37.430,00 
0010019190414;CONV CANON HEMBRA A JACK 1/4 ROXTONE RA3XFJF      ;190414                                                      ;2,00 ; $ 11.500 ;12.309,70 
0010019190415;CONV CANON MACHO A JACK 1/4 ROXTONE RA3XMJF       ;190415                                                      ;33,00 ; $ 12.000 ;204.607,58 
0010019190416;CONV CANON H A PLUG MONOF 1/4 RA2XFJM ROXTONE     ;190416                                                      ;7,00 ; $ 15.900 ;71.420,52 
0010019190417;CONV CANON HEMBRA A PLUG RCA ROXTONE RA2XMPF      ;190417                                                      ;15,00 ; $ 15.800 ;147.160,00 
0010019190418;CONV CANON MACHO A PLUG RCA ROXTONE RA2XMPF       ;190418                                                      ;12,00 ; $ 15.800 ;110.370,00 
0010019190500;UNION RCA M -M PLASTICA                           ;190500                                                      ;0,00 ; $ 900 ;0,00 
0010019190501;UNION RCA PLASTICA AD-188M URCAH                  ;190501                                                      ;236,00 ; $ 900 ;65.770,16 
0010019190502;UNION RCA METALICA                                ;190502                                                      ;0,00 ; $ 1.200 ;0,00 
0010019190506;UNION RCA X 2 AD-288                              ;190506                                                      ;68,00 ; $ 1.200 ;39.783,90 
0010019190507;UNION RCA X 3 AD-388                              ;190507                                                      ;87,00 ; $ 1.600 ;69.913,68 
0010019190508;UNION RCA MACHO AD-184 URCAMM                     ;190508                                                      ;66,00 ; $ 1.800 ;71.043,70 
0010019001924;PLUG UNION RCA M X M PLASTICO DORADO 3038         ;19050801                                                    ;26,00 ; $ 1.500 ;19.500,00 
0010019190509;UNION 3.5 ST MACHO-MACHO                          ;190509                                                      ;4,00 ; $ 1.500 ;3.216,30 
0010019190510;UNION 3.5 ST AD-135                               ;190510                                                      ;83,00 ; $ 2.700 ;108.581,01 
0010019190511;UNION 3.5  STEREO METALICA AD-135M/U200           ;190511                                                      ;2,00 ; $ 2.500 ;2.556,53 
0010019190512;UNION 1/4 CON SEGURO                              ;190512                                                      ;3,00 ; $ 6.500 ;13.688,00 
0010019190513;UNION 1/4 METALICA MONOF AD-360M                  ;190513                                                      ;11,00 ; $ 6.500 ;42.478,73 
0010019190514;UNION BAQ 6.3MM A 6.3MM MONO. AD-360              ;190514                                                      ;5,00 ; $ 2.800 ;7.465,87 
0010019190515;UNION 1/4 MACHO                                   ;190515                                                      ;0,00 ; $ 1.500 ;0,00 
0010019190516;UNION 1/4 MONOF  ROXTONE RPAN285                  ;190516                                                      ;1,00 ; $ 11.500 ;6.083,46 
0010019190517;UNION SPEKON NEUTRIK NL4MMX                       ;190517                                                      ;3,00 ; $ 23.500 ;43.116,79 
0010019190518;UNION CANON HEMBRA AD-353                         ;190518                                                      ;22,00 ; $ 5.500 ;48.954,91 
0010019190519;UNION CANON MACHO AD-351 PLCMM3P                  ;190519                                                      ;2,00 ; $ 10.000 ;10.163,39 
0010019190520;UNION CANON HEMBRA ROXTONE RA3XFF                 ;190520                                                      ;20,00 ; $ 12.500 ;168.720,00 
0010019190521;UNION CANON MACHO ROXTONE RA3XMM                  ;190521                                                      ;2,00 ; $ 11.200 ;22.620,13 
0010019190522;UNION CANON MXH ROXTONE RA3XFM-X                  ;190522                                                      ;22,00 ; $ 11.200 ;146.832,00 
0010019190525;UNION 2 RCA Y 1 S.VIDEO 4 PINES                   ;190525                                                      ;29,00 ; $ 2.900 ;53.853,00 
0010020200101;CONECTOR RG6 ANILLO CN-262/FU0626                 ;200101                                                      ;83,00 ; $ 300 ;15.947,89 
0010020200102;CONECTOR RG6 ROSCA FU0628 CN-263Z                 ;200102                                                      ;448,00 ; $ 600 ;140.862,49 
0100020200102;CONECTOR RG6 ROSCA FU0628 CN-263Z                 ;200102                                                      ;0,00 ; $ 200 ;0,00 
0010020200103;CONECTOR RG6 COMPACTO CN-266                      ;200103                                                      ;777,00 ; $ 800 ;347.855,22 
0010020200104;CONECTOR RG6 COMPACTO SIN SILICONA                ;200104                                                      ;365,00 ; $ 700 ;108.295,65 
0010020200105;CONECTOR RG6 INTERPERIE                           ;200105                                                      ;1.445,00 ; $ 1.400 ;1.192.672,57 
0010020200106;CONECTOR RG59 ANILLO                              ;200106                                                      ;249,00 ; $ 200 ;11.950,25 
0010020020001;CONECTOR RG 59 PARA SOLDAR 3159                   ;20010601                                                    ;0,00 ; $ 650 ;0,00 
0010020200107;CONECTOR RG59 ROSCA                               ;200107                                                      ;0,00 ; $ 200 ;0,00 
0010020200108;CONECTOR RG59 C/COLA                              ;200108                                                      ;55,00 ; $ 4.000 ;112.051,89 
0010020200109;CONECTOR RG11 DORADO                              ;200109                                                      ;28,00 ; $ 1.500 ;22.113,00 
0010020200110;ARGOLLAS X COAXIAL                                ;200110                                                      ;84,00 ; $ 100 ;2.772,00 
0010020200111;UNION COAXIAL CN-281                              ;200111                                                      ;900,00 ; $ 800 ;327.451,88 
0100020200111;UNION COAXIAL CN-281                              ;200111                                                      ;93,00 ; $ 800 ;7.900,35 
0010020200112;UNION COAXIAL MACHO CN-221                        ;200112                                                      ;36,00 ; $ 1.000 ;22.260,36 
0100020200112;UNION COAXIAL                                     ;200112                                                      ;0,00 ; $ -   ;0,00 
0100020002001;UNION COAXIAL                                     ;20011201                                                    ;0,00 ; $ -   ;0,00 
0010020200113;T COAXIAL CN-223                                  ;200113                                                      ;165,00 ; $ 1.400 ;126.915,79 
0010020200114;T COAXIAL 1 M X 2 H CN-242                        ;200114                                                      ;53,00 ; $ 1.800 ;42.602,54 
0010020200115;T COAXIAL 1 M X 3 H CN-243                        ;200115                                                      ;99,00 ; $ 2.300 ;109.012,68 
0010020200116;T COAXIAL X 4 H CN-244                            ;200116                                                      ;359,00 ; $ 1.100 ;190.313,36 
0010020200117;CONECTOR RG59 C/ ANILLO PRESION                   ;200117                                                      ;249,00 ; $ 400 ;58.900,77 
0010020200118;CONECTOR COAXIAL C/CAPUCHON                       ;200118                                                      ;0,00 ; $ 500 ;0,00 
0010020200119;CONECTOR COAXIAL H.A COAXIAL M RAPIDO CN-222 F-101;200119                                                      ;270,00 ; $ 1.500 ;183.779,92 
0010020200120;CONECTOR COAXIAL CHASIS                           ;200120                                                      ;111,00 ; $ 800 ;55.062,13 
0010020200121;CONECTOR COAXIAL A PLUG RCA CN-238                ;200121                                                      ;210,00 ; $ 1.300 ;142.086,92 
0010020200122;CONECTOR COAXIAL H A JACK RCA 11-0360             ;200122                                                      ;3,00 ; $ 1.100 ;1.499,72 
0010020200123;CONECTOR COAXIAL A PLUG MONOF CN-232              ;200123                                                      ;135,00 ; $ 1.000 ;74.719,07 
0010020020002;CONVERTIDOR BNC X 1 PLUG MONO 3139                ;20012301                                                    ;3,00 ; $ 1.100 ;2.250,00 
0010020200124;CONECTOR COAXIAL M X RCA HEMBRA CN-228            ;200124                                                      ;19,00 ; $ 1.100 ;11.361,79 
0010020200125;CONECTOR TOSHIBA H A COAXIOAL M CN-247            ;200125                                                      ;59,00 ; $ 1.400 ;44.289,90 
0010020020003;ADAPTADOR PLUG F - PAL JACK 11-2535               ;20012501                                                    ;8,00 ; $ 2.200 ;10.298,14 
0010020200126;CONECTOR TOSHIBA H A COAXIAL H CN-249             ;200126                                                      ;284,00 ; $ 1.250 ;183.321,36 
0010020200127;CONECTOR BALUM CN-239                             ;200127                                                      ;34,00 ; $ 1.900 ;35.660,27 
0010020200128;CONECTOR RG11                                     ;200128                                                      ;2,00 ; $ 3.900 ;5.015,94 
0010020200129;CONECTOR COAXIAL MXH EN L CN-229                  ;200129                                                      ;302,00 ; $ 2.500 ;274.740,86 
0010020200130;CONECTOR TOSHIBA M COAXIAL H CN-248               ;200130                                                      ;234,00 ; $ 1.500 ;194.535,38 
0010020200131;CONECTOR BORNERA DE 2 TORNILLOS A RCA CSC-185     ;200131                                                      ;25,00 ; $ 1.500 ;18.344,61 
0100020200132;CONECTOR COAXIAL ROSCADO                          ;200132                                                      ;0,00 ; $ -   ;0,00 
0010020200200;CONECTOR MACHO BNC METAL PROTCN-AD209             ;200200                                                      ;0,00 ; $ 1.900 ;0,00 
0010020200201;CONECTOR BNC HEMBRA C/BASE PLANA                  ;200201                                                      ;180,00 ; $ 2.700 ;223.792,13 
0010020200202;CONECTOR BNC HEMBRA CHASIS                        ;200202                                                      ;2,00 ; $ 900 ;1.194,00 
0010020200203;CONECTOR BNC C/COLA                               ;200203                                                      ;0,00 ; $ 1.600 ;0,00 
0010020200204;CONECTOR BNC C/ARG X RG6-RG59 CN-382 COBNC03      ;200204                                                      ;94,00 ; $ 1.500 ;66.004,61 
0010020200205;CONECTOR BNC C/TUERCA                             ;200205                                                      ;0,00 ; $ 1.200 ;0,00 
0010020200206;CONECTOR BNC HEXAGONAL                            ;200206                                                      ;3,00 ; $ 1.100 ;4.535,52 
0010020200207;CONECTOR BNC (TAPA)                               ;200207                                                      ;144,00 ; $ 1.000 ;95.472,00 
0010020200208;CONECTOR BNC H A COAXIAL M                        ;200208                                                      ;1,00 ; $ 1.700 ;1.127,00 
0010020200209;CONECTOR BNC M A COAXIAL H CN-322                 ;200209                                                      ;1,00 ; $ 1.800 ;1.822,29 
0010020200210;CONECTOR BNC H A COAXIAL H                        ;200210                                                      ;3,00 ; $ 900 ;1.791,00 
0010020200211;CONECTOR BNC H A RCA M CN-338                     ;200211                                                      ;84,00 ; $ 2.500 ;81.548,21 
0010020200212;CONECTOR BNC M A RCA H CN-328                     ;200212                                                      ;61,00 ; $ 2.500 ;60.513,70 
0010020020004;CONVERTIDOR BNC X RCA 3211                        ;20021201                                                    ;0,00 ; $ 1.300 ;0,00 
0010020200213;CONECTOR BNC M A TNC H                            ;200213                                                      ;171,00 ; $ 3.300 ;200.075,66 
0010020200214;CONECTOR BNC M A TNC M                            ;200214                                                      ;74,00 ; $ 1.700 ;83.398,00 
0010020200215;UNION BNC H A MINI UHF M                          ;200215                                                      ;0,00 ; $ 1.900 ;0,00 
0010020200216;UNION BNC M A MINI UHF H                          ;200216                                                      ;0,00 ; $ 2.800 ;0,00 
0010020200217;CONECTOR BNC X RG6 METALICO CN-386M               ;200217                                                      ;8,00 ; $ 1.500 ;5.436,71 
0010020200218;T BNC 1M X 2 BNC H                                ;200218                                                      ;85,00 ; $ 1.800 ;85.139,50 
0010020200219;T BNC  HEMBRA CN-343                              ;200219                                                      ;120,00 ; $ 2.000 ;122.825,24 
0010020200220;CONECTOR BNC CON BORNERA x BNC-368                ;200220                                                      ;3,00 ; $ 2.000 ;3.124,29 
0010020200223;UNION BNC FINA CN-333                             ;200223                                                      ;5,00 ; $ 2.200 ;6.913,86 
0010020200224;UNION BNC H CN-331                                ;200224                                                      ;(1,00); $ 1.300 ;0,00 
0010020200225;UNION BNC M CN-321                                ;200225                                                      ;107,00 ; $ 1.800 ;98.738,58 
0010020200226;CONECTOR BNC M A T ( N) H                         ;200226                                                      ;0,00 ; $ 5.000 ;0,00 
0010020200228;BALUM RJ 11 A BNC MACHO                           ;200228                                                      ;2,00 ; $ 1.000 ;1.326,00 
0010020200229;BALUM BNC TRANSMISOR ( PAR ) 1815X2/ 101P-C1      ;200229                                                      ;2,00 ; $ 7.200 ;9.557,97 
0010020200230;BALUM BNC TRANSMISORC/ CABLE PROM                 ;200230                                                      ;2,00 ; $ 7.700 ;10.730,82 
0010020200231;BALUM BNC TRANSMISOR TORNILLO PL-1815X2C          ;200231                                                      ;3,00 ; $ 8.500 ;13.250,93 
0010020200232;BALUM BNC TRANSMISOR UTP-101P-11                  ;200232                                                      ;6,00 ; $ 12.300 ;34.899,90 
0010020200233;BALUM BNC TRANSMISOR ANB 700 GR LIBRE             ;200233                                                      ;1,00 ; $ 9.200 ;5.436,00 
0010020200234;BALUM BNC TRANSMISOR 8MP CAMARA 1816X2C           ;200234                                                      ;27,00 ; $ 9.800 ;202.663,12 
0010020200235;BALUM BNC TRANSMISOR NVL-206P BST-1073G           ;200235                                                      ;15,00 ; $ 6.800 ;58.152,80 
0010020200236;BALUM BNC TRANSMISOR MIOKEE KE-218                ;200236                                                      ;0,00 ; $ 6.500 ;0,00 
0010020200237;BALUM BNC TRANSMISOR  A JACK RJ45 JV-VBRJ45       ;200237                                                      ;28,00 ; $ 19.000 ;297.600,00 
0010020200238;BALUM BNC TRANSMISOR X RJ45                       ;200238                                                      ;1,00 ; $ 13.000 ;7.295,27 
0010020200239;BALUM BNC TRANSMISOR HD 104075                    ;200239                                                      ;222,00 ; $ 8.500 ;1.014.602,90 
0010020200240;BALUM BNC TRANSMISOR HD SET X 2 B476 (30247)      ;200240                                                      ;2,00 ; $ 9.000 ;10.166,22 
0010020200301;CONECTOR TNC H                                    ;200301                                                      ;278,00 ; $ 1.900 ;350.280,00 
0010020200302;CONECTOR TNC H CHASIS CUAD UG-290                 ;200302                                                      ;45,00 ; $ 2.600 ;59.830,67 
0010020200303;CONECTOR TNC M A COAXIAL H T-038                  ;200303                                                      ;15,00 ; $ 2.600 ;39.770,60 
0010020200304;CONECTOR TN RG-6 TNC X RG-58 RG-59 CN-863 CN-882  ;200304                                                      ;245,00 ; $ 1.100 ;174.590,13 
0010020200305;CONECTOR TNC M X RG6-RG11                         ;200305                                                      ;376,00 ; $ 1.200 ;300.717,67 
0010020200306;CONECTOR TNC H A RCA M                            ;200306                                                      ;1,00 ; $ 1.000 ;663,00 
0010020200307;CONECTOR TNC M A RCA H                            ;200307                                                      ;192,00 ; $ 1.100 ;139.968,00 
0010020200308;CONECTOR TNC M A PL M                             ;200308                                                      ;18,00 ; $ 2.600 ;29.844,00 
0010020200309;CONECTOR TNC HEXAGONAL                            ;200309                                                      ;49,00 ; $ 2.600 ;76.814,44 
0010020200310;CONECTOR TNC M A BNC HEMBRA                       ;200310                                                      ;16,00 ; $ 3.500 ;30.665,50 
0010020200311;CONECTOR TNC M A TNC HEMBRA                       ;200311                                                      ;23,00 ; $ 1.700 ;25.921,00 
0010020200312;CONECTOR TNC M A PL HEMBRA                        ;200312                                                      ;42,00 ; $ 3.600 ;97.482,00 
0010020200313;CONECTOR TNC M A MINI UHF M                       ;200313                                                      ;60,00 ; $ 2.800 ;107.400,00 
0010020200314;CONECTOR TNC H A MINI UH M                        ;200314                                                      ;2,00 ; $ 2.700 ;3.448,00 
0010020200315;CONECTOR TNC M A MINI UHF H                       ;200315                                                      ;89,00 ; $ 2.800 ;159.310,00 
0010020200317;CONECTOR TNC M A CONECTOR N M                     ;200317                                                      ;0,00 ; $ 4.600 ;0,00 
0010020200318;CONECTOR TNC H A CONECTOR SMA SM-011              ;200318                                                      ;44,00 ; $ 5.500 ;138.717,91 
0010020200320;T TNC 1 M X 2 H                                   ;200320                                                      ;221,00 ; $ 2.900 ;410.397,00 
0010020200321;T TNC 1 H X 2 M                                   ;200321                                                      ;20,00 ; $ 4.600 ;59.680,00 
0010020200322;T TNC HEMBRA                                      ;200322                                                      ;135,00 ; $ 2.600 ;214.803,72 
0010020200323;T TNC X 3 MACHO                                   ;200323                                                      ;6,00 ; $ 7.000 ;27.054,00 
0010020200324;T TNC X 4 HEMBRA                                  ;200324                                                      ;45,00 ; $ 6.200 ;179.055,00 
0010020200325;UNION TNC HEMBRA CN-831-331                       ;200325                                                      ;60,00 ; $ 1.700 ;56.935,94 
0010020200326;UNION TNC HEMBRA                                  ;200326                                                      ;0,00 ; $ -   ;0,00 
0010020200401;CONECTOR PL 259 CHASIS H S0-239 COUHF02           ;200401                                                      ;11,00 ; $ 4.000 ;26.595,06 
0010020200402;CONECTOR PL 259 A RG58                            ;200402                                                      ;7,00 ; $ 900 ;4.179,00 
0010020200403;CONECTOR PL 259 C/ REDUCTOR CN-403                ;200403                                                      ;23,00 ; $ 5.000 ;53.481,04 
0010020200404;CONECTOR PL 259 S/ REDUCTOR CN-401                ;200404                                                      ;74,00 ; $ 5.200 ;190.577,05 
0010020200405;CONECTOR PL 259 M A COAXIAL H                     ;200405                                                      ;1,00 ; $ 2.300 ;1.378,27 
0010020200406;CONECTOR PL 259 M A RCA H                         ;200406                                                      ;40,00 ; $ 900 ;23.438,74 
0010020200407;CONECTOR PL 259 H A BNC M UG-255 CN-324           ;200407                                                      ;1,00 ; $ 3.700 ;2.056,09 
0010020200408;CONECTOR PL 259 H A BNC H                         ;200408                                                      ;1,00 ; $ 2.100 ;1.326,00 
0010020200409;CONECTOR PL 259 M A BNC H CN-423                  ;200409                                                      ;59,00 ; $ 2.600 ;88.565,75 
0010020200410;CONECTOR PL 259 H A COAX M                        ;200410                                                      ;1,00 ; $ 2.400 ;1.525,00 
0010020200411;CONECTOR PL 259 H A ( N ) H                       ;200411                                                      ;1,00 ; $ 3.600 ;2.321,00 
0010020200412;CONECTOR PL 259 H A MINI UHF M                    ;200412                                                      ;2,00 ; $ 4.900 ;5.833,00 
0010020200413;CONECTOR PL H EN L CHASIS X RADIOTEL              ;200413                                                      ;1,00 ; $ 2.600 ;1.658,00 
0010020200414;CONECTOR PL 259 H A PL M EN L                     ;200414                                                      ;72,00 ; $ 2.600 ;120.259,69 
0010020200415;CONECTOR PL 259 H A PLUG MONOF                    ;200415                                                      ;3,00 ; $ 900 ;1.791,00 
0010020200416;REDUCTOR X PL                                     ;200416                                                      ;1,00 ; $ 400 ;232,00 
0010020200417;CONECTOR PL 259 H A ( N ) M                       ;200417                                                      ;0,00 ; $ 4.600 ;0,00 
